   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11   3.2930267e-11
   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11   3.4039869e-11
   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11   3.5360414e-11
   3.6983529e-11   3.6983525e-11   3.6983522e-11   3.6983520e-11   3.6983518e-11   3.6983517e-11   3.6983516e-11   3.6983515e-11   3.6983514e-11   3.6983514e-11   3.6983513e-11   3.6983513e-11   3.6983513e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11   3.6983512e-11
   3.8991494e-11   3.8987828e-11   3.8984925e-11   3.8982627e-11   3.8980807e-11   3.8979367e-11   3.8978226e-11   3.8977323e-11   3.8976609e-11   3.8976043e-11   3.8975595e-11   3.8975240e-11   3.8974959e-11   3.8974737e-11   3.8974561e-11   3.8974422e-11   3.8974311e-11   3.8974224e-11   3.8974155e-11   3.8974100e-11   3.8974057e-11   3.8974023e-11   3.8973995e-11   3.8973974e-11   3.8973957e-11   3.8973943e-11   3.8973933e-11   3.8973924e-11   3.8973918e-11   3.8973912e-11   3.8973908e-11   3.8973905e-11   3.8973902e-11   3.8973900e-11   3.8973898e-11   3.8973897e-11   3.8973896e-11   3.8973895e-11   3.8973895e-11   3.8973894e-11   3.8973894e-11   3.8973893e-11   3.8973893e-11   3.8973893e-11   3.8973893e-11   3.8973893e-11   3.8973893e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11   3.8973892e-11
   4.2967458e-11   4.2818982e-11   4.2675503e-11   4.2536648e-11   4.2402091e-11   4.2271556e-11   4.2144818e-11   4.2021699e-11   4.1902065e-11   4.1793296e-11   4.1704057e-11   4.1633412e-11   4.1577485e-11   4.1533211e-11   4.1498160e-11   4.1470413e-11   4.1448446e-11   4.1431056e-11   4.1417288e-11   4.1406389e-11   4.1397761e-11   4.1390930e-11   4.1385522e-11   4.1381241e-11   4.1377852e-11   4.1375168e-11   4.1373044e-11   4.1371362e-11   4.1370031e-11   4.1368977e-11   4.1368142e-11   4.1367481e-11   4.1366958e-11   4.1366544e-11   4.1366216e-11   4.1365957e-11   4.1365751e-11   4.1365589e-11   4.1365460e-11   4.1365358e-11   4.1365277e-11   4.1365213e-11   4.1365163e-11   4.1365123e-11   4.1365091e-11   4.1365066e-11   4.1365046e-11   4.1365030e-11   4.1365018e-11   4.1365008e-11   4.1365000e-11   4.1364994e-11   4.1364989e-11   4.1364985e-11   4.1364982e-11   4.1364980e-11   4.1364978e-11   4.1364976e-11   4.1364975e-11   4.1364974e-11   4.1364973e-11   4.1364973e-11   4.1364972e-11   4.1364972e-11   4.1364971e-11   4.1364971e-11   4.1364971e-11   4.1364971e-11   4.1364971e-11   4.1364971e-11   4.1364971e-11   4.1364971e-11   4.1364970e-11   4.1364970e-11   4.1364970e-11
   4.9307496e-11   4.8970085e-11   4.8656678e-11   4.8354658e-11   4.8070861e-11   4.7805022e-11   4.7549554e-11   4.7305118e-11   4.7074239e-11   4.6855690e-11   4.6642502e-11   4.6438056e-11   4.6243064e-11   4.6056659e-11   4.5878035e-11   4.5703019e-11   4.5533712e-11   4.5370656e-11   4.5213325e-11   4.5061251e-11   4.4914020e-11   4.4771270e-11   4.4632699e-11   4.4498055e-11   4.4367141e-11   4.4239810e-11   4.4120582e-11   4.4020697e-11   4.3941623e-11   4.3879025e-11   4.3829468e-11   4.3790236e-11   4.3759178e-11   4.3734591e-11   4.3715126e-11   4.3699716e-11   4.3687517e-11   4.3677859e-11   4.3670213e-11   4.3664160e-11   4.3659368e-11   4.3655575e-11   4.3652571e-11   4.3650194e-11   4.3648311e-11   4.3646821e-11   4.3645641e-11   4.3644707e-11   4.3643968e-11   4.3643382e-11   4.3642919e-11   4.3642552e-11   4.3642261e-11   4.3642031e-11   4.3641849e-11   4.3641705e-11   4.3641591e-11   4.3641500e-11   4.3641429e-11   4.3641372e-11   4.3641327e-11   4.3641292e-11   4.3641264e-11   4.3641242e-11   4.3641224e-11   4.3641210e-11   4.3641199e-11   4.3641190e-11   4.3641183e-11   4.3641178e-11   4.3641173e-11   4.3641170e-11   4.3641167e-11   4.3641165e-11   4.3641163e-11
   5.6131116e-11   5.5171646e-11   5.4311501e-11   5.3519043e-11   5.2804423e-11   5.2145264e-11   5.1543288e-11   5.0989849e-11   5.0475768e-11   5.0006370e-11   4.9562335e-11   4.9153426e-11   4.8772927e-11   4.8412178e-11   4.8078053e-11   4.7762565e-11   4.7462368e-11   4.7182045e-11   4.6916696e-11   4.6660708e-11   4.6419684e-11   4.6192290e-11   4.5971850e-11   4.5760208e-11   4.5558953e-11   4.5367135e-11   4.5183144e-11   4.5002366e-11   4.4828986e-11   4.4662354e-11   4.4501875e-11   4.4347010e-11   4.4197272e-11   4.4052236e-11   4.3911527e-11   4.3774540e-11   4.3641181e-11   4.3511871e-11   4.3386439e-11   4.3264383e-11   4.3159686e-11   4.3076802e-11   4.3011187e-11   4.2959243e-11   4.2918121e-11   4.2885567e-11   4.2859795e-11   4.2839392e-11   4.2823240e-11   4.2810453e-11   4.2800330e-11   4.2792316e-11   4.2785971e-11   4.2780948e-11   4.2776972e-11   4.2773824e-11   4.2771332e-11   4.2769358e-11   4.2767796e-11   4.2766560e-11   4.2765581e-11   4.2764806e-11   4.2764192e-11   4.2763706e-11   4.2763321e-11   4.2763017e-11   4.2762776e-11   4.2762585e-11   4.2762434e-11   4.2762314e-11   4.2762220e-11   4.2762145e-11   4.2762085e-11   4.2762038e-11   4.2762001e-11
   6.1522233e-11   5.8973929e-11   5.6740667e-11   5.4768907e-11   5.3029371e-11   5.1485601e-11   5.0114516e-11   4.8890873e-11   4.7797285e-11   4.6814925e-11   4.5932385e-11   4.5133282e-11   4.4412933e-11   4.3754094e-11   4.3159765e-11   4.2609128e-11   4.2110422e-11   4.1647361e-11   4.1222249e-11   4.0830381e-11   4.0463088e-11   4.0126002e-11   3.9807636e-11   3.9510657e-11   3.9235991e-11   3.8971788e-11   3.8725248e-11   3.8495333e-11   3.8272839e-11   3.8062983e-11   3.7865609e-11   3.7676841e-11   3.7494190e-11   3.7321016e-11   3.7156460e-11   3.6998960e-11   3.6844424e-11   3.6696575e-11   3.6554817e-11   3.6418596e-11   3.6287408e-11   3.6160793e-11   3.6036853e-11   3.5916507e-11   3.5800076e-11   3.5687295e-11   3.5577944e-11   3.5471837e-11   3.5368832e-11   3.5268820e-11   3.5180031e-11   3.5108464e-11   3.5051809e-11   3.5006958e-11   3.4971451e-11   3.4943342e-11   3.4921090e-11   3.4903473e-11   3.4889526e-11   3.4878486e-11   3.4869745e-11   3.4862825e-11   3.4857347e-11   3.4853010e-11   3.4849577e-11   3.4846858e-11   3.4844706e-11   3.4843003e-11   3.4841654e-11   3.4840586e-11   3.4839741e-11   3.4839072e-11   3.4838542e-11   3.4838122e-11   3.4837790e-11
   7.2347335e-11   6.6794617e-11   6.2008025e-11   5.7882541e-11   5.4312411e-11   5.1216456e-11   4.8527416e-11   4.6179183e-11   4.4132699e-11   4.2331504e-11   4.0754534e-11   3.9359132e-11   3.8129800e-11   3.7035862e-11   3.6066160e-11   3.5197891e-11   3.4423883e-11   3.3725847e-11   3.3100793e-11   3.2532166e-11   3.2021675e-11   3.1552194e-11   3.1129078e-11   3.0737867e-11   3.0381641e-11   3.0053221e-11   2.9749164e-11   2.9471160e-11   2.9208142e-11   2.8966501e-11   2.8740707e-11   2.8527608e-11   2.8330315e-11   2.8143053e-11   2.7965841e-11   2.7800422e-11   2.7642866e-11   2.7491826e-11   2.7349659e-11   2.7215571e-11   2.7084568e-11   2.6959760e-11   2.6841101e-11   2.6728025e-11   2.6618574e-11   2.6511981e-11   2.6409758e-11   2.6311518e-11   2.6216905e-11   2.6125599e-11   2.6037309e-11   2.5951782e-11   2.5868183e-11   2.5786990e-11   2.5708300e-11   2.5631983e-11   2.5557939e-11   2.5486094e-11   2.5423568e-11   2.5373943e-11   2.5334658e-11   2.5303557e-11   2.5278936e-11   2.5259445e-11   2.5244014e-11   2.5231799e-11   2.5222128e-11   2.5214472e-11   2.5208411e-11   2.5203613e-11   2.5199814e-11   2.5196807e-11   2.5194426e-11   2.5192541e-11   2.5191049e-11
